l,,,,,,Favourite Pokemon 2025 (From Sparklez Squad Survey) ,,,,,,,,
,,,,,," (Curent total of 26,407 votes)",,,,,Notes/Patch:,REMOVED PARTNER PIKACHU/PARTNER EEVEE,,
64th,363,Spheal,Gen III (Hoenn),90,,,,,,,,,,
65th,260,Swampert,Gen III (Hoenn),90,,,,,,,,,,
66th,286,Breloom,Gen III (Hoenn),89,,,,,,,,,,
67th,389,Torterra,Gen IV (Sinnoh),87,,,,,,,,,,
68th,491,Darkrai,Gen IV (Sinnoh),86,,,,,,,,,,
69th,658,Ash-Greninja,Gen VI (Kalos),84,,,,,,,,,,
70th,545,Scolipede,Gen V (Unova),84,,,,,,,,,,
71st,635,Hydreigon,Gen V (Unova),83,,,,,,,,,,
72nd,494,Victini,Gen V (Unova),82,,,,,,,,,,
73rd,248,Tyranitar,Gen II (Johto),81,,,,,,,,,,
74th,623,Golurk,Gen V (Unova),80,,,,,,,,,,
75th,384,Rayquaza,Gen III (Hoenn),80,,,,,,,,,,
76th,849,Toxtricity,Gen VIII (Galar/Hisui),77,,,,,,,,,,
77th,849,Toxtricity,Gen VIII (Galar/Hisui),77,,,,,,,,,,
78th,38,Ninetales,Gen I (Kanto),76,,,,,,,,,,
79th,37,Vulpix,Gen I (Kanto),76,,,,,,,,,,
80th,570,Zorua,Gen V (Unova),76,,,,,,,,,,
81st,38,Alolan Ninetales,Gen I (Kanto),75,,,,,,,,,,
82nd,350,Milotic,Gen III (Hoenn),75,,,,,,,,,,
83rd,376,Metagross,Gen III (Hoenn),74,,,,,,,,,,
84th,418,Buizel,Gen IV (Sinnoh),73,,,,,,,,,,
85th,768,Golisopod,Gen VII (Alola),73,,,,,,,,,,
86th,706,Goodra,Gen VI (Kalos),72,,,,,,,,,,
87th,754,Lurantis,Gen VII (Alola),72,,,,,,,,,,
88th,704,Goomy,Gen VI (Kalos),71,,,,,,,,,,
89th,229,Houndoom,Gen II (Johto),70,,,,,,,,,,
90th,730,Primarina,Gen VII (Alola),70,,,,,,,,,,
91st,807,Zeraora,Gen VII (Alola),70,,,,,,,,,,
92nd,9,Blastoise,Gen I (Kanto),69,,,,,,,,,,
93rd,571,Hisuian Zoroark,Gen V (Unova),69,,,,,,,,,,
94th,802,Marshadow,Gen VII (Alola),69,,,,,,,,,,
95th,37,Alolan Vulpix,Gen I (Kanto),68,,,,,,,,,,
96th,249,Lugia,Gen II (Johto),68,,,,,,,,,,
97th,497,Serperior,Gen V (Unova),67,,,,,,,,,,
98th,334,Altaria,Gen III (Hoenn),66,,,,,,,,,,
99th,179,Mareep,Gen II (Johto),66,,,,,,,,,,
100th,169,Crobat,Gen II (Johto),64,,,,,,,,,,
101st,384,Mega Rayquaza,Gen III (Hoenn),64,,,,,,,,,,
102nd,300,Skitty,Gen III (Hoenn),64,,,,,,,,,,
103rd,842,Appletun,Gen VIII (Galar/Hisui),62,,,,,,,,,,
104th,395,Empoleon,Gen IV (Sinnoh),62,,,,,,,,,,
105th,612,Haxorus,Gen V (Unova),62,,,,,,,,,,
106th,162,Furret,Gen II (Johto),61,,,,,,,,,,
107th,643,Reshiram,Gen V (Unova),61,,,,,,,,,,
108th,26,Alolan Raichu,Gen I (Kanto),60,,,,,,,,,,
109th,152,Chikorita,Gen II (Johto),60,,,,,,,,,,
110th,475,Gallade,Gen IV (Sinnoh),60,,,,,,,,,,
111th,136,Flareon,Gen I (Kanto),59,,,,,,,,,,
112th,39,Jigglypuff,Gen I (Kanto),59,,,,,,,,,,
113th,150,Mewtwo,Gen I (Kanto),59,,,,,,,,,,
114th,492,Shaymin (Land Forme),Gen IV (Sinnoh),59,,,,,,,,,,
115th,157,Typhlosion,Gen II (Johto),59,,,,,,,,,,
116th,909,Fuecoco,Gen IX (Paldea),58,,,,,,,,,,
117th,908,Meowscarada,Gen IX (Paldea),58,,,,,,,,,,
118th,714,Noibat,Gen VI (Kalos),58,,,,,,,,,,
119th,568,Trubbish,Gen V (Unova),58,,,,,,,,,,
120th,306,Aggron,Gen III (Hoenn),57,,,,,,,,,,
121st,354,Banette,Gen III (Hoenn),57,,,,,,,,,,
122nd,429,Mismagius,Gen IV (Sinnoh),57,,,,,,,,,,
123rd,387,Turtwig,Gen IV (Sinnoh),57,,,,,,,,,,
124th,823,Corviknight,Gen VIII (Galar/Hisui),56,,,,,,,,,,
125th,553,Krookodile,Gen V (Unova),56,,,,,,,,,,
126th,870,Falinks,Gen VIII (Galar/Hisui),55,,,,,,,,,,
127th,478,Froslass,Gen IV (Sinnoh),55,,,,,,,,,,
128th,213,Shuckle,Gen II (Johto),55,,,,,,,,,,
129th,4,Charmander,Gen I (Kanto),54,,,,,,,,,,
130th,58,Growlithe,Gen I (Kanto),53,,,,,,,,,,
131st,130,Gyarados,Gen I (Kanto),53,,,,,,,,,,
132nd,43,Oddish,Gen I (Kanto),53,,,,,,,,,,
133rd,474,Porygon-Z,Gen IV (Sinnoh),53,,,,,,,,,,
134th,461,Weavile,Gen IV (Sinnoh),53,,,,,,,,,,
135th,815,Cinderace,Gen VIII (Galar/Hisui),52,,,,,,,,,,
136th,906,Sprigatito,Gen IX (Paldea),52,,,,,,,,,,
137th,255,Torchic,Gen III (Hoenn),52,,,,,,,,,,
138th,423,Gastrodon,Gen IV (Sinnoh),51,,,,,,,,,,
139th,725,Litten,Gen VII (Alola),51,,,,,,,,,,
140th,487,Giratina (Origin Form),Gen IV (Sinnoh),50,,,,,,,,,,
141st,570,Hisuian Zorua,Gen V (Unova),50,,,,,,,,,,
142nd,303,Mega Mawile,Gen III (Hoenn),50,,,,,,,,,,
143rd,27,Sandshrew,Gen I (Kanto),50,,,,,,,,,,
144th,495,Snivy,Gen V (Unova),50,,,,,,,,,,
145th,596,Galvantula,Gen V (Unova),49,,,,,,,,,,
146th,93,Haunter,Gen I (Kanto),49,,,,,,,,,,
147th,468,Togekiss,Gen IV (Sinnoh),49,,,,,,,,,,
148th,65,Alakazam,Gen I (Kanto),48,,,,,,,,,,
149th,83,Farfetch'd,Gen I (Kanto),48,,,,,,,,,,
150th,160,Feraligatr,Gen II (Johto),48,,,,,,,,,,
151st,175,Togepi,Gen II (Johto),48,,,,,,,,,,
152nd,270,Lotad,Gen III (Hoenn),47,,,,,,,,,,
153rd,129,Magikarp,Gen I (Kanto),47,,,,,,,,,,
154th,6,Mega Charizard X,Gen I (Kanto),47,,,,,,,,,,
155th,869,Alcremie,Gen VIII (Galar/Hisui),46,,,,,,,,,,
156th,625,Bisharp,Gen V (Unova),46,,,,,,,,,,
157th,701,Hawlucha,Gen VI (Kalos),46,,,,,,,,,,
158th,447,Riolu,Gen IV (Sinnoh),46,,,,,,,,,,
159th,373,Salamence,Gen III (Hoenn),46,,,,,,,,,,
160th,813,Scorbunny,Gen VIII (Galar/Hisui),46,,,,,,,,,,
161st,702,Dedenne,Gen VI (Kalos),45,,,,,,,,,,
162nd,727,Incineroar,Gen VII (Alola),45,,,,,,,,,,
163rd,137,Porygon,Gen I (Kanto),45,,,,,,,,,,
164th,503,Samurott,Gen V (Unova),45,,,,,,,,,,
165th,123,Scyther,Gen I (Kanto),45,,,,,,,,,,
166th,728,Popplio,Gen VII (Alola),44,,,,,,,,,,
167th,547,Whimsicott,Gen V (Unova),44,,,,,,,,,,
168th,190,Aipom,Gen II (Johto),43,,,,,,,,,,
169th,708,Phantump,Gen VI (Kalos),43,,,,,,,,,,
170th,61,Poliwhirl,Gen I (Kanto),43,,,,,,,,,,
171st,663,Talonflame,Gen VI (Kalos),43,,,,,,,,,,
172nd,453,Croagunk,Gen IV (Sinnoh),42,,,,,,,,,,
173rd,425,Drifloon,Gen IV (Sinnoh),42,,,,,,,,,,
174th,587,Emolga,Gen V (Unova),42,,,,,,,,,,
175th,549,Lilligant,Gen V (Unova),42,,,,,,,,,,
176th,28,Sandslash,Gen I (Kanto),42,,,,,,,,,,
177th,498,Tepig,Gen V (Unova),42,,,,,,,,,,
178th,184,Azumarill,Gen II (Johto),41,,,,,,,,,,
179th,251,Celebi,Gen II (Johto),41,,,,,,,,,,
180th,185,Sudowoodo,Gen II (Johto),41,,,,,,,,,,
181st,443,Gible,Gen IV (Sinnoh),40,,,,,,,,,,
182nd,34,Nidoking,Gen I (Kanto),40,,,,,,,,,,
183rd,186,Politoed,Gen II (Johto),40,,,,,,,,,,
184th,80,Slowbro,Gen I (Kanto),40,,,,,,,,,,
185th,681,Aegislash (Blade Forme),Gen VI (Kalos),39,,,,,,,,,,
186th,737,Charjabug,Gen VII (Alola),39,,,,,,,,,,
187th,327,Spinda,Gen III (Hoenn),39,,,,,,,,,,
188th,502,Dewott,Gen V (Unova),38,,,,,,,,,,
189th,607,Litwick,Gen V (Unova),38,,,,,,,,,,
190th,745,Lycanroc (Dusk Form),Gen VII (Alola),38,,,,,,,,,,
191st,773,Silvally,Gen VII (Alola),38,,,,,,,,,,
192nd,417,Pachirisu,Gen IV (Sinnoh),37,,,,,,,,,,
193rd,559,Scraggy,Gen V (Unova),37,,,,,,,,,,
194th,206,Dunsparce,Gen II (Johto),36,,,,,,,,,,
195th,653,Fennekin,Gen VI (Kalos),36,,,,,,,,,,
196th,655,Delphox,Gen VI (Kalos),35,,,,,,,,,,
197th,245,Suicune,Gen II (Johto),35,,,,,,,,,,
198th,333,Swablu,Gen III (Hoenn),35,,,,,,,,,,
199th,252,Treecko,Gen III (Hoenn),35,,,,,,,,,,
200th,399,Bidoof,Gen IV (Sinnoh),34,,,,,,,,,,
201st,35,Clefairy,Gen I (Kanto),34,,,,,,,,,,
202nd,148,Dragonair,Gen I (Kanto),34,,,,,,,,,,
203rd,530,Excadrill,Gen V (Unova),34,,,,,,,,,,
204th,231,Phanpy,Gen II (Johto),34,,,,,,,,,,
205th,156,Quilava,Gen II (Johto),34,,,,,,,,,,
206th,121,Starmie,Gen I (Kanto),34,,,,,,,,,,
207th,63,Abra,Gen I (Kanto),33,,,,,,,,,,
208th,681,Aegislash (Shield Form),Gen VI (Kalos),33,,,,,,,,,,
209th,194,Paldean Wooper,Gen II (Johto),33,,,,,,,,,,
210th,560,Scrafty,Gen V (Unova),33,,,,,,,,,,
211th,466,Electivire,Gen IV (Sinnoh),32,,,,,,,,,,
212th,925,Maushold (Family of Four),Gen IX (Paldea),32,,,,,,,,,,
213th,750,Mudsdale,Gen VII (Alola),32,,,,,,,,,,
214th,1017,Ogerpon (Teal Mask),Gen IX (Paldea),32,,,,,,,,,,
215th,292,Shedinja,Gen III (Hoenn),32,,,,,,,,,,
216th,604,Eelektross,Gen V (Unova),31,,,,,,,,,,
217th,359,Mega Absol,Gen III (Hoenn),31,,,,,,,,,,
218th,52,Meowth,Gen I (Kanto),31,,,,,,,,,,
219th,744,Rockruff,Gen VII (Alola),31,,,,,,,,,,
220th,8,Wartortle,Gen I (Kanto),31,,,,,,,,,,
221st,831,Wooloo,Gen VIII (Galar/Hisui),31,,,,,,,,,,
222nd,304,Aron,Gen III (Hoenn),30,,,,,,,,,,
223rd,253,Grovyle,Gen III (Hoenn),30,,,,,,,,,,
224th,382,Kyogre,Gen III (Hoenn),30,,,,,,,,,,
225th,572,Minccino,Gen V (Unova),30,,,,,,,,,,
226th,454,Toxicroak,Gen IV (Sinnoh),30,,,,,,,,,,
227th,760,Bewear,Gen VII (Alola),29,,,,,,,,,,
228th,806,Blacephalon,Gen VII (Alola),29,,,,,,,,,,
229th,386,Deoxys,Gen III (Hoenn),29,,,,,,,,,,
230th,926,Fidough,Gen IX (Paldea),29,,,,,,,,,,
231st,648,Meloetta (Aria Forme),Gen V (Unova),29,,,,,,,,,,
232nd,198,Murkrow,Gen II (Johto),29,,,,,,,,,,
233rd,398,Staraptor,Gen IV (Sinnoh),29,,,,,,,,,,
234th,709,Trevenant,Gen VI (Kalos),29,,,,,,,,,,
235th,321,Wailord,Gen III (Hoenn),29,,,,,,,,,,
236th,979,Annihilape,Gen IX (Paldea),28,,,,,,,,,,
237th,10,Caterpie,Gen I (Kanto),28,,,,,,,,,,
238th,483,Dialga,Gen IV (Sinnoh),28,,,,,,,,,,
239th,706,Hisuian Goodra,Gen VI (Kalos),28,,,,,,,,,,
240th,1019,Hydrapple,Gen IX (Paldea),28,,,,,,,,,,
241st,473,Mamoswine,Gen IV (Sinnoh),28,,,,,,,,,,
242nd,183,Marill,Gen II (Johto),28,,,,,,,,,,
243rd,257,Mega Blaziken,Gen III (Hoenn),28,,,,,,,,,,
244th,200,Misdreavus,Gen II (Johto),28,,,,,,,,,,
245th,771,Pyukumuku,Gen VII (Alola),28,,,,,,,,,,
246th,45,Vileplume,Gen I (Kanto),28,,,,,,,,,,
247th,263,Zigzagoon,Gen III (Hoenn),28,,,,,,,,,,
248th,699,Aurorus,Gen VI (Kalos),27,,,,,,,,,,
249th,441,Chatot,Gen IV (Sinnoh),27,,,,,,,,,,
250th,390,Chimchar,Gen IV (Sinnoh),27,,,,,,,,,,
251st,633,Deino,Gen V (Unova),27,,,,,,,,,,
252nd,462,Magnezone,Gen IV (Sinnoh),27,,,,,,,,,,
253rd,556,Maractus,Gen V (Unova),27,,,,,,,,,,
254th,262,Mightyena,Gen III (Hoenn),27,,,,,,,,,,
255th,479,Rotom,Gen IV (Sinnoh),27,,,,,,,,,,
256th,285,Shroomish,Gen III (Hoenn),27,,,,,,,,,,
257th,924,Tandemaus,Gen IX (Paldea),27,,,,,,,,,,
258th,726,Torracat,Gen VII (Alola),27,,,,,,,,,,
259th,3,Venusaur,Gen I (Kanto),27,,,,,,,,,,
260th,644,Zekrom,Gen V (Unova),27,,,,,,,,,,
261st,12,Butterfree,Gen I (Kanto),26,,,,,,,,,,
262nd,558,Crustle,Gen V (Unova),26,,,,,,,,,,
263rd,555,Darmanitan (Standard Mode),Gen V (Unova),26,,,,,,,,,,
264th,649,Genesect,Gen V (Unova),26,,,,,,,,,,
265th,574,Gothita,Gen V (Unova),26,,,,,,,,,,
266th,141,Kabutops,Gen I (Kanto),26,,,,,,,,,,
267th,707,Klefki,Gen VI (Kalos),26,,,,,,,,,,
268th,108,Lickitung,Gen I (Kanto),26,,,,,,,,,,
269th,272,Ludicolo,Gen III (Hoenn),26,,,,,,,,,,
270th,282,Mega Gardevoir,Gen III (Hoenn),26,,,,,,,,,,
271st,620,Mienshao,Gen V (Unova),26,,,,,,,,,,
272nd,774,Minior (Core Form),Gen VII (Alola),26,,,,,,,,,,
273rd,540,Sewaddle,Gen V (Unova),26,,,,,,,,,,
274th,865,Sirfetch'd,Gen VIII (Galar/Hisui),26,,,,,,,,,,
275th,215,Sneasel,Gen II (Johto),26,,,,,,,,,,
276th,748,Toxapex,Gen VII (Alola),26,,,,,,,,,,
277th,697,Tyrantrum,Gen VI (Kalos),26,,,,,,,,,,
278th,567,Archeops,Gen V (Unova),25,,,,,,,,,,
279th,927,Dachsbun,Gen IX (Paldea),25,,,,,,,,,,
280th,207,Gligar,Gen II (Johto),25,,,,,,,,,,
281st,2,Ivysaur,Gen I (Kanto),25,,,,,,,,,,
282nd,608,Lampent,Gen V (Unova),25,,,,,,,,,,
283rd,81,Magnemite,Gen I (Kanto),25,,,,,,,,,,
284th,94,Mega Gengar,Gen I (Kanto),25,,,,,,,,,,
285th,448,Mega Lucario,Gen IV (Sinnoh),25,,,,,,,,,,
286th,280,Ralts,Gen III (Hoenn),25,,,,,,,,,,
287th,227,Skarmory,Gen II (Johto),25,,,,,,,,,,
288th,816,Sobble,Gen VIII (Galar/Hisui),25,,,,,,,,,,
289th,818,Inteleon,Gen VIII (Galar/Hisui),24,,,,,,,,,,
290th,380,Latias,Gen III (Hoenn),24,,,,,,,,,,
291st,172,Pichu,Gen II (Johto),24,,,,,,,,,,
292nd,551,Sandile,Gen V (Unova),24,,,,,,,,,,
293rd,422,Shellos,Gen IV (Sinnoh),24,,,,,,,,,,
294th,114,Tangela,Gen I (Kanto),24,,,,,,,,,,
295th,357,Tropius,Gen III (Hoenn),24,,,,,,,,,,
296th,335,Zangoose,Gen III (Hoenn),24,,,,,,,,,,
297th,840,Applin,Gen VIII (Galar/Hisui),23,,,,,,,,,,
298th,851,Centiskorch,Gen VIII (Galar/Hisui),23,,,,,,,,,,
299th,650,Chespin,Gen VI (Kalos),23,,,,,,,,,,
300th,554,Darumaka,Gen V (Unova),23,,,,,,,,,,
301st,244,Entei,Gen II (Johto),23,,,,,,,,,,
302nd,157,Hisuian Typhlosion,Gen II (Johto),23,,,,,,,,,,
303rd,542,Leavanny,Gen V (Unova),23,,,,,,,,,,
304th,792,Lunala,Gen VII (Alola),23,,,,,,,,,,
305th,678,Meowstic (Male),Gen VI (Kalos),23,,,,,,,,,,
306th,60,Poliwag,Gen I (Kanto),23,,,,,,,,,,
307th,325,Spoink,Gen III (Hoenn),23,,,,,,,,,,
308th,508,Stoutland,Gen V (Unova),23,,,,,,,,,,
309th,202,Wobbuffet,Gen II (Johto),23,,,,,,,,,,
310th,716,Xerneas,Gen VI (Kalos),23,,,,,,,,,,
311th,654,Braixen,Gen VI (Kalos),22,,,,,,,,,,
312th,845,Cramorant,Gen VIII (Galar/Hisui),22,,,,,,,,,,
313th,355,Duskull,Gen III (Hoenn),22,,,,,,,,,,
314th,673,Gogoat,Gen VI (Kalos),22,,,,,,,,,,
315th,59,Hisuian Arcanine,Gen I (Kanto),22,,,,,,,,,,
316th,446,Munchlax,Gen IV (Sinnoh),22,,,,,,,,,,
317th,208,Steelix,Gen II (Johto),22,,,,,,,,,,
318th,340,Whiscash,Gen III (Hoenn),22,,,,,,,,,,
319th,265,Wurmple,Gen III (Hoenn),22,,,,,,,,,,
320th,531,Audino,Gen V (Unova),21,,,,,,,,,,
321st,781,Dhelmise,Gen VII (Alola),21,,,,,,,,,,
322nd,147,Dratini,Gen I (Kanto),21,,,,,,,,,,
323rd,885,Dreepy,Gen VIII (Galar/Hisui),21,,,,,,,,,,
324th,426,Drifblim,Gen IV (Sinnoh),21,,,,,,,,,,
325th,203,Girafarig,Gen II (Johto),21,,,,,,,,,,
326th,430,Honchkrow,Gen IV (Sinnoh),21,,,,,,,,,,
327th,801,Magearna,Gen VII (Alola),21,,,,,,,,,,
328th,354,Mega Banette,Gen III (Hoenn),21,,,,,,,,,,
329th,561,Sigilyph,Gen V (Unova),21,,,,,,,,,,
330th,988,Slither Wing,Gen IX (Paldea),21,,,,,,,,,,
331st,332,Cacturne,Gen III (Hoenn),20,,,,,,,,,,
332nd,652,Chesnaught,Gen VI (Kalos),20,,,,,,,,,,
333rd,225,Delibird,Gen II (Johto),20,,,,,,,,,,
334th,569,Garbodor,Gen V (Unova),20,,,,,,,,,,
335th,487,Giratina (Altered Form),Gen IV (Sinnoh),20,,,,,,,,,,
336th,945,Grafaiai,Gen IX (Paldea),20,,,,,,,,,,
337th,858,Hatterene,Gen VIII (Galar/Hisui),20,,,,,,,,,,
338th,381,Latios,Gen III (Hoenn),20,,,,,,,,,,
339th,915,Lechonk,Gen IX (Paldea),20,,,,,,,,,,
340th,6,Mega Charizard Y,Gen I (Kanto),20,,,,,,,,,,
341st,376,Mega Metagross,Gen III (Hoenn),20,,,,,,,,,,
342nd,254,Mega Sceptile,Gen III (Hoenn),20,,,,,,,,,,
343rd,154,Meganium,Gen II (Johto),20,,,,,,,,,,
344th,674,Pancham,Gen VI (Kalos),20,,,,,,,,,,
345th,261,Poochyena,Gen III (Hoenn),20,,,,,,,,,,
346th,524,Roggenrola,Gen V (Unova),20,,,,,,,,,,
347th,353,Shuppet,Gen III (Hoenn),20,,,,,,,,,,
348th,216,Teddiursa,Gen II (Johto),20,,,,,,,,,,
349th,796,Xurkitree,Gen VII (Alola),20,,,,,,,,,,
350th,144,Articuno,Gen I (Kanto),19,,,,,,,,,,
351st,15,Beedrill,Gen I (Kanto),19,,,,,,,,,,
352nd,563,Cofagrigus,Gen V (Unova),19,,,,,,,,,,
353rd,419,Floatzel,Gen IV (Sinnoh),19,,,,,,,,,,
354th,263,Galarian Zigzagoon,Gen III (Hoenn),19,,,,,,,,,,
355th,316,Gulpin,Gen III (Hoenn),19,,,,,,,,,,
356th,171,Lanturn,Gen II (Johto),19,,,,,,,,,,
357th,475,Mega Gallade,Gen IV (Sinnoh),19,,,,,,,,,,
358th,241,Miltank,Gen II (Johto),19,,,,,,,,,,
359th,536,Palpitoad,Gen V (Unova),19,,,,,,,,,,
360th,361,Snorunt,Gen III (Hoenn),19,,,,,,,,,,
361st,577,Solosis,Gen V (Unova),19,,,,,,,,,,
362nd,978,Tatsugiri (Curly Form),Gen IX (Paldea),19,,,,,,,,,,
363rd,777,Togedemaru,Gen VII (Alola),19,,,,,,,,,,
364th,328,Trapinch,Gen III (Hoenn),19,,,,,,,,,,
365th,201,Unown,Gen II (Johto),19,,,,,,,,,,
366th,738,Vikavolt,Gen VII (Alola),19,,,,,,,,,,
367th,493,Arceus,Gen IV (Sinnoh),18,,,,,,,,,,
368th,573,Cinccino,Gen V (Unova),18,,,,,,,,,,
369th,693,Clawitzer,Gen VI (Kalos),18,,,,,,,,,,
370th,780,Drampa,Gen VII (Alola),18,,,,,,,,,,
371st,500,Emboar,Gen V (Unova),18,,,,,,,,,,
372nd,180,Flaaffy,Gen II (Johto),18,,,,,,,,,,
373rd,676,Furfrou,Gen VI (Kalos),18,,,,,,,,,,
374th,720,Hoopa Confined,Gen VI (Kalos),18,,,,,,,,,,
375th,784,Kommo-o,Gen VII (Alola),18,,,,,,,,,,
376th,181,Mega Ampharos,Gen II (Johto),18,,,,,,,,,,
377th,233,Porygon2,Gen II (Johto),18,,,,,,,,,,
378th,912,Quaxly,Gen IX (Paldea),18,,,,,,,,,,
379th,235,Smeargle,Gen II (Johto),18,,,,,,,,,,
380th,209,Snubbull,Gen II (Johto),18,,,,,,,,,,
381st,759,Stufful,Gen VII (Alola),18,,,,,,,,,,
382nd,541,Swadloon,Gen V (Unova),18,,,,,,,,,,
383rd,278,Wingull,Gen III (Hoenn),18,,,,,,,,,,
384th,178,Xatu,Gen II (Johto),18,,,,,,,,,,
385th,145,Zapdos,Gen I (Kanto),18,,,,,,,,,,
386th,153,Bayleef,Gen II (Johto),17,,,,,,,,,,
387th,36,Clefable,Gen I (Kanto),17,,,,,,,,,,
388th,613,Cubchoo,Gen V (Unova),17,,,,,,,,,,
389th,719,Diancie,Gen VI (Kalos),17,,,,,,,,,,
390th,691,Dragalge,Gen VI (Kalos),17,,,,,,,,,,
391st,452,Drapion,Gen IV (Sinnoh),17,,,,,,,,,,
392nd,246,Larvitar,Gen II (Johto),17,,,,,,,,,,
393rd,745,Lycanroc (Midnight Form),Gen VII (Alola),17,,,,,,,,,,
394th,68,Machamp,Gen I (Kanto),17,,,,,,,,,,
395th,334,Mega Altaria,Gen III (Hoenn),17,,,,,,,,,,
396th,122,Mr. Mime,Gen I (Kanto),17,,,,,,,,,,
397th,407,Roserade,Gen IV (Sinnoh),17,,,,,,,,,,
398th,757,Salandit,Gen VII (Alola),17,,,,,,,,,,
399th,199,Slowking,Gen II (Johto),17,,,,,,,,,,
400th,903,Sneasler,Gen VIII (Galar/Hisui),17,,,,,,,,,,
401st,618,Stunfisk,Gen V (Unova),17,,,,,,,,,,
402nd,283,Surskit,Gen III (Hoenn),17,,,,,,,,,,
403rd,220,Swinub,Gen II (Johto),17,,,,,,,,,,
404th,324,Torkoal,Gen III (Hoenn),17,,,,,,,,,,
405th,733,Toucannon,Gen VII (Alola),17,,,,,,,,,,
406th,772,Type: Null,Gen VII (Alola),17,,,,,,,,,,
407th,718,Zygarde (Complete Forme),Gen VI (Kalos),17,,,,,,,,,,
408th,752,Araquanid,Gen VII (Alola),16,,,,,,,,,,
409th,566,Archen,Gen V (Unova),16,,,,,,,,,,
410th,610,Axew,Gen V (Unova),16,,,,,,,,,,
411th,703,Carbink,Gen VI (Kalos),16,,,,,,,,,,
412th,1002,Chien-Pao,Gen IX (Paldea),16,,,,,,,,,,
413th,882,Dracovish,Gen VIII (Galar/Hisui),16,,,,,,,,,,
414th,621,Druddigon,Gen V (Unova),16,,,,,,,,,,
415th,557,Dwebble,Gen V (Unova),16,,,,,,,,,,
416th,44,Gloom,Gen I (Kanto),16,,,,,,,,,,
417th,576,Gothitelle,Gen V (Unova),16,,,,,,,,,,
418th,861,Grimmsnarl,Gen VIII (Galar/Hisui),16,,,,,,,,,,
419th,695,Heliolisk,Gen VI (Kalos),16,,,,,,,,,,
420th,862,Obstagoon,Gen VIII (Galar/Hisui),16,,,,,,,,,,
421st,53,Persian,Gen I (Kanto),16,,,,,,,,,,
422nd,77,Ponyta,Gen I (Kanto),16,,,,,,,,,,
423rd,710,Pumpkaboo (Average Size),Gen VI (Kalos),16,,,,,,,,,,
424th,486,Regigigas,Gen IV (Sinnoh),16,,,,,,,,,,
425th,756,Shiinotic,Gen VII (Alola),16,,,,,,,,,,
426th,528,Swoobat,Gen V (Unova),16,,,,,,,,,,
427th,763,Tsareena,Gen VII (Alola),16,,,,,,,,,,
428th,1009,Walking Wake,Gen IX (Paldea),16,,,,,,,,,,
429th,717,Yveltal,Gen VI (Kalos),16,,,,,,,,,,
430th,105,Alolan Marowak,Gen I (Kanto),15,,,,,,,,,,
431st,89,Alolan Muk,Gen I (Kanto),15,,,,,,,,,,
432nd,936,Armarouge,Gen IX (Paldea),15,,,,,,,,,,
433rd,939,Bellibolt,Gen IX (Paldea),15,,,,,,,,,,
434th,113,Chansey,Gen I (Kanto),15,,,,,,,,,,
435th,358,Chimecho,Gen III (Hoenn),15,,,,,,,,,,
436th,344,Claydol,Gen III (Hoenn),15,,,,,,,,,,
437th,222,Corsola,Gen II (Johto),15,,,,,,,,,,
438th,875,Eiscue (Ice Face),Gen VIII (Galar/Hisui),15,,,,,,,,,,
439th,656,Froakie,Gen VI (Kalos),15,,,,,,,,,,
440th,810,Grookey,Gen VIII (Galar/Hisui),15,,,,,,,,,,
441st,58,Hisuian Growlithe,Gen I (Kanto),15,,,,,,,,,,
442nd,404,Luxio,Gen IV (Sinnoh),15,,,,,,,,,,
443rd,260,Mega Swampert,Gen III (Hoenn),15,,,,,,,,,,
444th,808,Meltan,Gen VII (Alola),15,,,,,,,,,,
445th,678,Meowstic (Female),Gen VI (Kalos),15,,,,,,,,,,
446th,312,Minun,Gen III (Hoenn),15,,,,,,,,,,
447th,322,Numel,Gen III (Hoenn),15,,,,,,,,,,
448th,871,Pincurchin,Gen VIII (Galar/Hisui),15,,,,,,,,,,
449th,311,Plusle,Gen III (Hoenn),15,,,,,,,,,,
450th,814,Raboot,Gen VIII (Galar/Hisui),15,,,,,,,,,,
451st,928,Smoliv,Gen IX (Paldea),15,,,,,,,,,,
452nd,800,Ultra Necrozma,Gen VII (Alola),15,,,,,,,,,,
453rd,562,Yamask,Gen V (Unova),15,,,,,,,,,,
454th,836,Boltund,Gen VIII (Galar/Hisui),14,,,,,,,,,,
455th,852,Clobbopus,Gen VIII (Galar/Hisui),14,,,,,,,,,,
456th,346,Cradily,Gen III (Hoenn),14,,,,,,,,,,
457th,50,Diglett,Gen I (Kanto),14,,,,,,,,,,
458th,232,Donphan,Gen II (Johto),14,,,,,,,,,,
459th,661,Fletchling,Gen VI (Kalos),14,,,,,,,,,,
460th,526,Gigalith,Gen V (Unova),14,,,,,,,,,,
461st,55,Golduck,Gen I (Kanto),14,,,,,,,,,,
462nd,485,Heatran,Gen IV (Sinnoh),14,,,,,,,,,,
463rd,503,Hisuian Samurott,Gen V (Unova),14,,,,,,,,,,
464th,983,Kingambit,Gen IX (Paldea),14,,,,,,,,,,
465th,230,Kingdra,Gen II (Johto),14,,,,,,,,,,
466th,428,Lopunny,Gen IV (Sinnoh),14,,,,,,,,,,
467th,490,Manaphy,Gen IV (Sinnoh),14,,,,,,,,,,
468th,226,Mantine,Gen II (Johto),14,,,,,,,,,,
